Views,Date,Time
86,2019-06-24,05:04
183,2019-06-24,05:12
80,2019-06-24,05:40
184,2019-06-24,05:40
78,2019-06-24,05:40
92,2019-06-24,06:49
190,2019-06-24,06:53
187,2019-06-24,06:56
79,2019-06-24,07:11
79,2019-06-24,07:30
71,2019-06-24,07:31
76,2019-06-24,07:33
77,2019-06-24,10:19
79,2019-06-24,10:19
80,2019-06-24,10:20
82,2019-06-24,11:56
83,2019-06-24,12:03
87,2019-06-24,12:06
87,2019-06-24,14:01
87,2019-06-24,14:04
87,2019-06-24,14:04
87,2019-06-24,14:07
89,2019-06-24,14:07
91,2019-06-24,14:08
92,2019-06-24,14:24
95,2019-06-24,14:25
96,2019-06-24,14:25
99,2019-06-24,14:35
212,2019-06-24,14:37
212,2019-06-24,14:55
376,2019-06-24,16:43
490,2019-06-24,16:43
101,2019-06-25,05:05
103,2019-06-25,05:09
539,2019-06-25,05:45
418,2019-06-25,05:45
114,2019-06-25,06:25
117,2019-06-25,07:21
117,2019-06-25,07:27
114,2019-06-25,08:44
117,2019-06-25,08:44
117,2019-06-25,08:48
123,2019-06-25,08:49
123,2019-06-25,08:50
127,2019-06-25,08:50
214,2019-06-25,08:53
211,2019-06-25,09:13
539,2019-06-25,15:03
110,2019-06-25,16:23
114,2019-06-25,16:23
117,2019-06-25,16:24
119,2019-06-25,16:36
119,2019-06-26,02:31
116,2019-06-26,02:36
135,2019-06-26,02:36
166,2019-06-26,02:52
166,2019-06-26,06:28
138,2019-06-26,06:28
138,2019-06-26,07:35
146,2019-06-26,07:35
139,2019-06-26,07:37
123,2019-06-26,08:23
123,2019-06-26,08:56
120,2019-06-26,09:39
125,2019-06-26,07:37
559,2019-06-26,08:23
117,2019-06-26,08:56
114,2019-06-26,09:39
118,2019-06-26,09:48
114,2019-06-26,09:56
118,2019-06-26,10:53
118,2019-06-26,11:06
120,2019-06-26,11:15
118,2019-06-26,11:19
115,2019-06-26,12:19
110,2019-06-26,12:19
115,2019-06-26,12:41
130,2019-06-26,13:01
110,2019-06-26,13:28
112,2019-06-26,14:35
191,2019-06-26,14:40
194,2019-06-26,14:43
114,2019-06-26,14:43
114,2019-06-26,14:43
117,2019-06-26,14:48
117,2019-06-26,18:07
114,2019-06-26,18:11
111,2019-06-26,19:04
386,2019-06-27,02:38
228,2019-06-27,02:45
386,2019-06-27,03:01
228,2019-06-27,03:06
224,2019-06-27,04:47
114,2019-06-27,04:59
112,2019-06-27,11:00
108,2019-06-27,11:14
108,2019-06-27,13:37
112,2019-06-27,15:08
113,2019-06-27,15:10
130,2019-06-28,02:32
124,2019-06-27,15:10
121,2019-06-28,02:32
129,2019-06-28,02:32
125,2019-06-28,03:41
128,2019-06-28,03:58
611,2019-06-28,03:58
121,2019-06-28,04:45
121,2019-06-28,04:57
115,2019-06-28,04:58
117,2019-06-28,05:00
117,2019-06-28,06:45
124,2019-06-28,06:49
123,2019-06-28,07:02
131,2019-06-28,07:08
138,2019-06-28,07:49
136,2019-06-28,09:51
266,2019-06-28,10:15
144,2019-06-28,10:15
147,2019-06-28,11:58
158,2019-06-28,15:20
159,2019-06-28,11:58
163,2019-06-28,15:20
165,2019-06-28,15:23
188,2019-06-29,03:16
205,2019-06-29,03:22
204,2019-06-29,03:26
223,2019-06-29,03:27
226,2019-06-29,03:45
248,2019-06-29,04:18
255,2019-06-29,04:19
255,2019-06-29,07:01
281,2019-06-29,08:50
304,2019-06-29,13:00
353,2019-06-29,18:42
580,2019-06-29,18:48
713,2019-06-29,19:12
10500,2019-06-30,03:57
653,2019-06-30,05:25
654,2019-06-30,05:34
587,2019-06-30,05:34
9300,2019-06-30,05:34
944,2019-06-30,05:35
688,2019-06-30,05:36
502,2019-06-30,05:54
494,2019-06-30,05:58
1800,2019-06-30,05:59
494,2019-06-30,06:00
494,2019-06-30,06:03
512,2019-06-30,06:03
483,2019-06-30,06:38
478,2019-06-30,06:41
469,2019-06-30,07:25
522,2019-06-30,07:26
450,2019-06-30,07:53
448,2019-06-30,08:08
456,2019-06-30,08:18
9300,2019-06-30,09:21
459,2019-06-30,09:21
461,2019-06-30,09:46
460,2019-06-30,09:46
7000,2019-06-30,09:46
453,2019-06-30,11:31
452,2019-06-30,11:33
453,2019-06-30,12:04
452,2019-06-30,13:58
486,2019-06-30,16:36
439,2019-06-30,16:59
436,2019-06-30,18:15
445,2019-06-30,18:26
445,2019-06-30,18:30
445,2019-06-30,19:29
508,2019-06-30,19:29
522,2019-06-30,19:42
11400,2019-06-30,19:47
553,2019-06-30,20:07
39000,2019-06-30,20:08
531,2019-06-30,20:19
539,2019-06-30,20:56
531,2019-06-30,20:56
531,2019-06-30,20:58
537,2019-06-30,21:03
536,2019-06-30,21:03
533,2019-06-30,21:04
843,2019-06-30,21:30
474,2019-06-30,21:30
486,2019-06-30,21:31
747,2019-06-30,22:17
538,2019-06-30,22:36
540,2019-06-30,22:42
11100,2019-06-30,22:50
1200,2019-06-30,22:51
601,2019-06-30,22:54
2500,2019-06-30,22:55
1400,2019-06-30,22:58
13800,2019-06-30,23:09
2500,2019-06-30,23:14
1400,2019-06-30,23:16
13800,2019-06-30,23:17
523,2019-06-30,23:16
5200,2019-06-30,23:17
526,2019-06-30,23:17
498,2019-06-30,23:18
732,2019-06-30,23:19
499,2019-06-30,23:19
16800,2019-06-30,23:22
644,2019-06-30,23:25
19100,2019-06-30,23:28
612,2019-06-30,23:29
623,2019-06-30,23:44
623,2019-06-30,23:46
666,2019-06-30,23:48
579,2019-06-30,23:52
598,2019-06-30,23:56
578,2019-06-30,23:59
592,2019-07-01,00:17
598,2019-07-01,00:31
560,2019-07-01,00:32
550,2019-07-01,01:06
1300,2019-07-01,01:06
636,2019-07-01,01:09
634,2019-07-01,01:09
616,2019-07-01,01:14
609,2019-07-01,01:14
17100,2019-07-01,01:26
594,2019-07-01,01:26
608,2019-07-01,01:45
1500,2019-07-01,01:47
677,2019-07-01,01:48
688,2019-07-01,01:48
747,2019-07-01,01:48
1300,2019-07-01,01:52
758,2019-07-01,01:52
799,2019-07-01,01:54
845,2019-07-01,01:54
18500,2019-07-01,02:04
791,2019-07-01,02:15
821,2019-07-01,02:17
896,2019-07-01,02:04
1000,2019-07-01,02:15
16300,2019-07-01,02:17
15400,2019-07-01,02:18
1000,2019-07-01,02:20
18300,2019-07-01,02:20
18600,2019-07-01,02:25
18300,2019-07-01,02:26
18600,2019-07-01,02:33
861,2019-07-01,02:41
862,2019-07-01,02:41
3500,2019-07-01,02:44
787,2019-07-01,02:44
831,2019-07-01,02:48
51900,2019-07-01,02:50
4400,2019-07-01,02:51
74700,2019-07-01,02:51
897,2019-07-01,02:52
67200,2019-07-01,02:58
1500,2019-07-01,02:58
1500,2019-07-01,02:59
847,2019-07-01,02:59
861,2019-07-01,03:02
910,2019-07-01,03:08
943,2019-07-01,03:08
1800,2019-07-01,03:08
959,2019-07-01,03:11
1000,2019-07-01,03:11
1100,2019-07-01,03:28
24100,2019-07-01,03:28
25300,2019-07-01,03:40
2400,2019-07-01,04:16
977,2019-07-01,04:16
1100,2019-07-01,04:18
1600,2019-07-01,04:18
11900,2019-07-01,04:23
19100,2019-07-01,04:23
12900,2019-07-01,04:35
2300,2019-07-01,04:40
1800,2019-07-01,04:44
2000,2019-07-01,05:04
1100,2019-07-01,05:13
1100,2019-07-01,05:18
1100,2019-07-01,05:20
1100,2019-07-01,05:31
1100,2019-07-01,05:38
1100,2019-07-01,05:39
1100,2019-07-01,05:49
1000,2019-07-01,05:54
1000,2019-07-01,05:54
1000,2019-07-01,05:58
12700,2019-07-01,05:59
1900,2019-07-01,06:00
1800,2019-07-01,06:00
1000,2019-07-01,06:03
1100,2019-07-01,06:19
19000,2019-07-01,06:03
1100,2019-07-01,06:19
10600,2019-07-01,06:19
10600,2019-07-01,06:23
12400,2019-07-01,06:32
1100,2019-07-01,06:33
20500,2019-07-01,06:36
1100,2019-07-01,06:40
1100,2019-07-01,06:41
1200,2019-07-01,06:43
15500,2019-07-01,06:43
1200,2019-07-01,06:46
26900,2019-07-01,06:48
1600,2019-07-01,06:49
1200,2019-07-01,06:59
3000,2019-07-01,07:07
16500,2019-07-01,07:08
1100,2019-07-01,07:14
1100,2019-07-01,07:15
1100,2019-07-01,07:15
21900,2019-07-01,07:31
1100,2019-07-01,07:33
1200,2019-07-01,07:48
2900,2019-07-01,08:02
1500,2019-07-01,08:05
17300,2019-07-01,08:11
1600,2019-07-01,08:19
6700,2019-07-01,08:19
2000,2019-07-01,08:25
1200,2019-07-01,08:26
2200,2019-07-01,08:28
1100,2019-07-01,08:28
2300,2019-07-01,08:32
14400,2019-07-01,08:40
16500,2019-07-01,08:48
1100,2019-07-01,08:54
57000,2019-07-01,08:57
1200,2019-07-01,09:07
1200,2019-07-01,09:09
25800,2019-07-01,09:19
1300,2019-07-01,09:09
23600,2019-07-01,09:19
1300,2019-07-01,09:22
1200,2019-07-01,09:27
1300,2019-07-01,09:40
2000,2019-07-01,09:47
1400,2019-07-01,09:48
12400,2019-07-01,10:00
1400,2019-07-01,10:00
1400,2019-07-01,10:48
1400,2019-07-01,10:49
1400,2019-07-01,10:50
1400,2019-07-01,10:51
1200,2019-07-01,10:56
1200,2019-07-01,10:58
1200,2019-07-01,11:07
1700,2019-07-01,11:19
2300,2019-07-01,11:36
2200,2019-07-01,11:53
1300,2019-07-01,11:53
1200,2019-07-01,11:58
3300,2019-07-01,11:59
1200,2019-07-01,12:04
1300,2019-07-01,12:21
1200,2019-07-01,12:21
1200,2019-07-01,12:24
1200,2019-07-01,12:24
1100,2019-07-01,12:24
1600,2019-07-01,13:15
1200,2019-07-01,13:15
1200,2019-07-01,13:19
1600,2019-07-01,14:10
1200,2019-07-01,14:21
1200,2019-07-01,14:27
1200,2019-07-01,14:49
1200,2019-07-01,14:50
1300,2019-07-01,14:52
1300,2019-07-01,14:52
1200,2019-07-01,14:57
1200,2019-07-01,15:40
1200,2019-07-01,15:40
1200,2019-07-01,15:45
1100,2019-07-01,15:45
1100,2019-07-01,16:06
1100,2019-07-01,16:07
1100,2019-07-01,16:10
1200,2019-07-01,16:13
2600,2019-07-01,16:15
1100,2019-07-01,16:21
955,2019-07-01,16:23
1000,2019-07-01,16:25
986,2019-07-01,16:27
893,2019-07-01,16:27
2800,2019-07-01,16:29
1100,2019-07-01,16:32
894,2019-07-01,16:32
958,2019-07-01,16:33
958,2019-07-01,16:37
926,2019-07-01,16:37
926,2019-07-01,16:37
989,2019-07-01,16:38
958,2019-07-01,16:38
989,2019-07-01,17:32
1000,2019-07-01,17:44
1000,2019-07-01,17:45
1000,2019-07-01,17:45
1000,2019-07-01,17:45
1100,2019-07-01,17:47
1100,2019-07-01,17:47
1000,2019-07-01,17:48
1000,2019-07-01,17:53
1900,2019-07-01,18:03
1900,2019-07-01,18:04
1100,2019-07-01,18:49
1100,2019-07-02,00:57
1000,2019-07-02,06:03
1100,2019-07-02,06:23
1200,2019-07-02,06:45
1100,2019-07-02,06:45
2500,2019-07-02,06:45
2400,2019-07-02,08:15
1500,2019-07-02,08:15
1300,2019-07-02,08:28
1300,2019-07-02,09:07
1200,2019-07-02,09:42
1300,2019-07-02,10:51
1200,2019-07-02,10:53
1200,2019-07-02,10:53
1200,2019-07-02,13:12
1300,2019-07-02,13:13
1300,2019-07-02,13:43
1300,2019-07-02,14:04
1300,2019-07-02,14:53
1300,2019-07-02,14:58
1300,2019-07-02,15:04
1300,2019-07-02,16:07
1300,2019-07-02,16:29
1300,2019-07-02,16:29
1200,2019-07-02,16:45
1200,2019-07-02,16:45
1300,2019-07-02,16:47
1400,2019-07-02,19:25
1300,2019-07-02,20:27
1500,2019-07-02,20:57
1300,2019-07-03,02:12
1400,2019-07-03,02:13
2800,2019-07-03,03:38
1400,2019-07-03,04:30
1400,2019-07-03,04:47
1300,2019-07-03,06:09
1300,2019-07-03,06:09
1500,2019-07-03,06:10
2400,2019-07-03,06:11
1300,2019-07-03,06:18
1000,2019-07-03,06:18
1000,2019-07-03,06:22
954,2019-07-03,06:26
1800,2019-07-03,06:27
1800,2019-07-03,06:31
5100,2019-07-03,06:31
1000,2019-07-03,06:31
1000,2019-07-03,06:33
3400,2019-07-03,06:34
2900,2019-07-03,06:46
2000,2019-07-03,06:51
1100,2019-07-03,07:08
2300,2019-07-03,07:09
1200,2019-07-03,07:12
1300,2019-07-03,07:14
12400,2019-07-03,07:18
3600,2019-07-03,07:52
2100,2019-07-03,07:55
2800,2019-07-03,07:56
1800,2019-07-03,07:57
14000,2019-07-03,07:57
2500,2019-07-03,08:19
1400,2019-07-03,08:21
1400,2019-07-03,08:42
1300,2019-07-03,10:37
1400,2019-07-03,10:37
1300,2019-07-03,10:49
1200,2019-07-03,10:55
2700,2019-07-03,11:01
1200,2019-07-03,11:31
2700,2019-07-03,12:19
1200,2019-07-03,12:53
14700,2019-07-03,12:53
17200,2019-07-03,12:58
2200,2019-07-03,13:37
14300,2019-07-03,13:37
7600,2019-07-03,13:44
1700,2019-07-03,14:41
2100,2019-07-03,14:42
2800,2019-07-03,14:48
1000,2019-07-03,14:48
2700,2019-07-03,15:24
3500,2019-07-03,16:54
2800,2019-07-03,16:56
951,2019-07-03,17:10
951,2019-07-03,17:10
6000,2019-07-03,17:11
1800,2019-07-03,19:41
1300,2019-07-03,19:42
2000,2019-07-04,02:30
796,2019-07-04,03:14
13700,2019-07-04,04:03
2700,2019-07-04,06:52
2700,2019-07-04,07:31
795,2019-07-04,08:28
3600,2019-07-04,08:50
2400,2019-07-04,08:54
2200,2019-07-04,09:21
2100,2019-07-04,13:26
2400,2019-07-04,13:41
827,2019-07-04,19:02
5000,2019-07-04,19:02
11700,2019-07-04,19:18
857,2019-07-05,03:14
2200,2019-07-05,05:53
2500,2019-07-05,10:30
1500,2019-07-06,02:03
914,2019-07-06,02:03
944,2019-07-06,02:09
913,2019-07-06,04:27
2400,2019-07-06,06:48
2100,2019-07-06,07:20
920,2019-07-06,07:20
2000,2019-07-06,07:20
919,2019-07-06,07:23
918,2019-07-06,07:23
2600,2019-07-06,07:30
1300,2019-07-06,07:30
919,2019-07-06,07:31
920,2019-07-06,07:31
889,2019-07-06,07:33
919,2019-07-06,07:33
922,2019-07-06,08:08
919,2019-07-06,08:15
2400,2019-07-06,08:19
1500,2019-07-06,08:37
5400,2019-07-06,08:52
2500,2019-07-06,08:52
1700,2019-07-06,09:45
1700,2019-07-06,10:12
3600,2019-07-06,10:21
2100,2019-07-06,10:27
1400,2019-07-06,10:28
1200,2019-07-06,11:12
2000,2019-07-06,11:12
1300,2019-07-06,11:28
2800,2019-07-06,11:37
1300,2019-07-06,11:40
4500,2019-07-06,15:10
1300,2019-07-07,01:59
1400,2019-07-07,02:02
1300,2019-07-07,04:38
1400,2019-07-07,05:45
1200,2019-07-07,05:45
1600,2019-07-07,05:49
4500,2019-07-07,05:45
1900,2019-07-07,05:49
4200,2019-07-07,06:19
4600,2019-07-07,06:21
1100,2019-07-07,06:24
6200,2019-07-07,06:27
1600,2019-07-07,06:33
1100,2019-07-07,06:36
4100,2019-07-07,06:37
9500,2019-07-07,06:39
1500,2019-07-07,06:40
9100,2019-07-07,06:51
5800,2019-07-07,07:30
5800,2019-07-07,07:30
1400,2019-07-07,07:30
8700,2019-07-07,07:30
2200,2019-07-07,07:31
1500,2019-07-07,07:31
1100,2019-07-07,07:34
2100,2019-07-07,07:41
11500,2019-07-07,07:43
1100,2019-07-07,07:43
1600,2019-07-07,07:44
1100,2019-07-07,07:44
1300,2019-07-07,07:44
1300,2019-07-07,07:44
4500,2019-07-07,07:47
1100,2019-07-07,07:50
2900,2019-07-07,07:50
1100,2019-07-07,07:50
2900,2019-07-07,07:51
1300,2019-07-07,07:51
2100,2019-07-07,07:53
5000,2019-07-07,07:53
1700,2019-07-07,07:57
1800,2019-07-07,07:57
2800,2019-07-07,08:01
16000,2019-07-07,08:03
1100,2019-07-07,08:05
3100,2019-07-07,08:13
3200,2019-07-07,08:14
1200,2019-07-07,08:16
7100,2019-07-07,08:16
29200,2019-07-07,08:17
29200,2019-07-07,08:18
2300,2019-07-07,08:30
2500,2019-07-07,08:31
20600,2019-07-07,08:38
1600,2019-07-07,08:38
1500,2019-07-07,08:47
1500,2019-07-07,08:51
1500,2019-07-07,08:55
1400,2019-07-07,09:05
1600,2019-07-07,09:14
1400,2019-07-07,09:14
1400,2019-07-07,09:16
4200,2019-07-07,09:34
1400,2019-07-07,09:34
3300,2019-07-07,09:35
1200,2019-07-07,09:38
1200,2019-07-07,09:40
1300,2019-07-07,09:40
1400,2019-07-07,09:40
1400,2019-07-07,09:42
1500,2019-07-07,09:46
1700,2019-07-07,09:46
1500,2019-07-07,10:05
1500,2019-07-07,10:17
1400,2019-07-07,10:25
1400,2019-07-07,10:38
1400,2019-07-07,11:06
2200,2019-07-07,11:45
1200,2019-07-07,13:14
3100,2019-07-07,13:14
1300,2019-07-07,13:44
1100,2019-07-07,13:14
1100,2019-07-07,13:44
1100,2019-07-07,14:33
1100,2019-07-07,14:34
1300,2019-07-07,14:38
1600,2019-07-07,14:38
1100,2019-07-07,14:38
2200,2019-07-07,14:41
2100,2019-07-07,14:52
1300,2019-07-07,14:53
1200,2019-07-07,14:54
1200,2019-07-07,14:54
1200,2019-07-07,14:59
1200,2019-07-07,14:59
1100,2019-07-07,15:02
16600,2019-07-07,15:07
1400,2019-07-07,15:13
1400,2019-07-07,15:18
1300,2019-07-07,15:22
1500,2019-07-07,15:25
4700,2019-07-07,15:22
2100,2019-07-07,15:25
982,2019-07-07,15:26
2200,2019-07-07,15:32
923,2019-07-07,15:33
924,2019-07-07,15:36
926,2019-07-07,15:37
895,2019-07-07,15:38
894,2019-07-07,15:44
864,2019-07-07,15:44
864,2019-07-07,15:44
832,2019-07-07,15:45
923,2019-07-07,15:45
865,2019-07-07,15:46
867,2019-07-07,15:49
838,2019-07-07,15:56
838,2019-07-07,15:58
990,2019-07-07,15:58
989,2019-07-07,16:00
987,2019-07-07,15:58
989,2019-07-07,15:58
987,2019-07-07,16:00
989,2019-07-07,16:01
1100,2019-07-07,16:02
1100,2019-07-07,16:04
1200,2019-07-07,16:05
1300,2019-07-07,16:05
2000,2019-07-07,16:06
2200,2019-07-07,16:06
1200,2019-07-07,16:08
1500,2019-07-07,16:33
1400,2019-07-07,16:33
866,2019-07-07,16:36
58400,2019-07-07,16:38
926,2019-07-07,16:38
957,2019-07-07,16:52
957,2019-07-07,16:52
7500,2019-07-07,17:17
1200,2019-07-07,17:20
2600,2019-07-07,17:20
2300,2019-07-07,17:20
1200,2019-07-07,17:22
1400,2019-07-07,17:29
2400,2019-07-07,17:31
1800,2019-07-07,17:58
2200,2019-07-07,19:58
2200,2019-07-08,00:02
958,2019-07-08,00:02
988,2019-07-08,00:02
12100,2019-07-08,00:03
1200,2019-07-08,03:31
1100,2019-07-08,04:48
1300,2019-07-08,05:02
987,2019-07-08,05:11
1000,2019-07-08,05:47
1900,2019-07-08,08:18
953,2019-07-08,08:48
953,2019-07-08,08:56
954,2019-07-08,08:59
954,2019-07-08,08:59
952,2019-07-08,09:19
983,2019-07-08,09:19
1000,2019-07-08,09:22
1600,2019-07-08,12:42
1300,2019-07-08,12:43
1000,2019-07-08,13:00
1600,2019-07-08,13:03
1300,2019-07-08,15:46
1400,2019-07-09,03:32
1400,2019-07-09,03:33
1300,2019-07-09,03:33
3200,2019-07-09,04:56
1500,2019-07-09,06:26
1300,2019-07-09,09:26
1400,2019-07-09,09:33
1200,2019-07-09,09:38
1300,2019-07-09,09:41
1200,2019-07-09,10:18
1200,2019-07-09,09:41
1100,2019-07-09,10:18
1300,2019-07-09,10:36
1100,2019-07-09,10:55
1000,2019-07-09,10:55
14000,2019-07-09,11:55
1000,2019-07-09,11:57
14000,2019-07-09,15:08
1000,2019-07-09,15:09
865,2019-07-09,15:10
2400,2019-07-09,15:31
18800,2019-07-09,15:31
1300,2019-07-09,15:48
861,2019-07-09,16:06
9600,2019-07-09,18:18
863,2019-07-09,18:18
1500,2019-07-10,03:33
1300,2019-07-10,05:15
1900,2019-07-10,06:06
11600,2019-07-10,06:07
861,2019-07-10,06:08
9500,2019-07-10,06:09
2100,2019-07-10,06:12
1300,2019-07-10,06:12
892,2019-07-10,06:14
893,2019-07-10,06:16
893,2019-07-10,06:37
832,2019-07-10,06:39
831,2019-07-10,06:39
957,2019-07-10,06:39
3100,2019-07-10,06:42
1100,2019-07-10,06:47
800,2019-07-10,06:55
3200,2019-07-10,06:56
801,2019-07-10,06:56
2100,2019-07-10,06:57
1800,2019-07-10,07:01
1200,2019-07-10,09:25
2700,2019-07-10,09:27
3600,2019-07-10,09:25
3600,2019-07-10,09:27
3400,2019-07-10,09:28
1100,2019-07-10,09:28
18800,2019-07-10,10:15
1100,2019-07-10,11:56
801,2019-07-10,14:50
830,2019-07-10,14:51
1400,2019-07-10,15:11
1200,2019-07-10,15:12
1200,2019-07-10,15:12
1900,2019-07-10,15:12
1300,2019-07-10,15:19
6500,2019-07-10,15:19
18700,2019-07-10,15:22
17700,2019-07-10,15:24
1300,2019-07-10,15:24
10100,2019-07-10,15:27
1300,2019-07-10,15:28
1300,2019-07-10,15:28
14300,2019-07-10,15:27
1100,2019-07-10,15:28
2600,2019-07-10,15:28
8800,2019-07-10,16:05
4600,2019-07-10,16:11
2400,2019-07-10,16:15
9100,2019-07-10,16:18
1100,2019-07-10,16:19
1600,2019-07-10,16:20
2500,2019-07-10,16:21
1300,2019-07-10,16:23
1300,2019-07-10,16:23
1200,2019-07-10,16:24
1200,2019-07-10,16:26
1200,2019-07-10,16:28
1200,2019-07-10,16:36
1100,2019-07-10,16:44
1400,2019-07-10,16:48
1700,2019-07-10,16:54
2500,2019-07-10,16:56
13500,2019-07-10,17:25
2100,2019-07-10,17:30
7000,2019-07-10,17:30
9300,2019-07-10,17:31
1100,2019-07-10,17:31
5800,2019-07-10,18:26
982,2019-07-11,07:32
982,2019-07-11,07:36
953,2019-07-11,09:05
1300,2019-07-11,09:08
13300,2019-07-11,09:10
769,2019-07-11,09:15
30000,2019-07-11,09:25
1100,2019-07-11,09:29
17600,2019-07-11,09:32
1300,2019-07-11,09:37
7400,2019-07-11,09:41
14400,2019-07-11,09:49
2200,2019-07-11,10:28
1700,2019-07-11,11:11
1900,2019-07-11,09:49
1800,2019-07-11,10:28
3200,2019-07-11,11:11
859,2019-07-11,11:16
1200,2019-07-11,11:17
40000,2019-07-11,14:54
21700,2019-07-11,17:58
1500,2019-07-12,08:13
1000,2019-07-12,09:31
1200,2019-07-12,11:13
863,2019-07-12,17:34
12400,2019-07-12,23:50
2300,2019-07-12,23:51
1500,2019-07-13,01:51
1300,2019-07-13,02:10
5200,2019-07-13,03:55
11300,2019-07-13,05:01
12600,2019-07-13,05:01
16600,2019-07-13,05:06
42100,2019-07-13,05:06
1500,2019-07-13,05:06
2000,2019-07-13,05:06
1900,2019-07-13,05:14
20700,2019-07-13,05:15
13400,2019-07-13,05:25
8000,2019-07-13,05:26
7100,2019-07-13,05:28
4300,2019-07-13,05:30
1200,2019-07-13,05:30
1200,2019-07-13,06:06
1400,2019-07-13,06:18
1000,2019-07-13,06:37
11100,2019-07-13,06:42
1100,2019-07-13,06:51
1100,2019-07-13,07:16
1200,2019-07-13,07:16
1200,2019-07-13,07:19
1200,2019-07-13,07:20
2200,2019-07-13,07:20
1600,2019-07-13,07:52
1600,2019-07-13,07:53
2700,2019-07-13,09:02
1200,2019-07-13,09:04
36000,2019-07-13,09:05
1500,2019-07-13,09:05
36000,2019-07-13,09:06
1500,2019-07-13,09:09
2500,2019-07-13,09:11
9900,2019-07-13,09:11
2100,2019-07-13,09:12
22100,2019-07-13,09:14
56300,2019-07-13,09:19
1500,2019-07-13,09:21
1300,2019-07-13,09:21
1400,2019-07-13,09:23
2100,2019-07-13,09:23
1300,2019-07-13,09:27
1300,2019-07-13,09:29
2400,2019-07-13,09:31
7400,2019-07-13,09:31
7400,2019-07-13,09:31
2600,2019-07-13,09:31
1600,2019-07-13,09:34
1900,2019-07-13,09:36
1600,2019-07-13,09:38
32600,2019-07-13,09:42
1500,2019-07-13,09:44
1600,2019-07-13,09:44
1500,2019-07-13,09:46
1500,2019-07-13,09:46
1400,2019-07-13,09:49
1300,2019-07-13,09:52
1400,2019-07-13,09:52
1400,2019-07-13,09:52
24700,2019-07-13,09:53
1400,2019-07-13,10:03
1500,2019-07-13,10:06
1600,2019-07-13,10:06
1600,2019-07-13,10:08
3300,2019-07-13,10:12
1400,2019-07-13,10:14
1500,2019-07-13,10:16
1300,2019-07-13,10:18
1400,2019-07-13,10:20
